ID,Name,Poster,NumTracks,TopTracks,Likes,Reposts,PostedTime,Genre,Length
P162,Indie,U1183,280,"['T1482', 'T1483', 'T1484', 'T1485', 'T1486', 'T1487', 'T933', 'T1488', 'T1489', 'T1490']",18,2,20 December 2013,indie,2:27:54
P163,indie,U1193,379,"['T1491', 'T1492', 'T1493', 'T1494', 'T1495', 'T1496', 'T1497', 'T1498', 'T1499', 'T1500']",1,2,20 October 2019,indie,2:27:39
P164,Indie,U1202,211,"['T1501', 'T554', 'T1502', 'T1503', 'T57', 'T555', 'T720', 'T56', 'T95', 'T51']",1,1,1 January 2019,indie,3:26:32
P165,indie,U1204,224,"['T900', 'T1504', 'T1505', 'T1506', 'T1507', 'T508', 'T1508', 'T1509', 'T1510', 'T1511']",1,1,29 March 2016,indie,3:11:39
P166,INDIE,U1212,206,"['T748', 'T1512', 'T1513', 'T1514', 'T1515', 'T1516', 'T554', 'T555', 'T1517', 'T1518']",1,1,1 January 2020,indie,3:09:22
P167,indie,U1218,224,"['T721', 'T51', 'T56', 'T1128', 'T325', 'T1122', 'T1519', 'T1126', 'T1520', 'T1521']",2,1,2 October 2018,indie,3:17:25
P168,Indie,U1220,339,"['T1522', 'T1523', 'T1524', 'T1109', 'T666', 'T1525', 'T1526', 'T1527', 'T1528', 'T1529']",3,1,12 May 2018,indie,2:35:38
P169,indie,U1225,214,"['T1530', 'T29', 'T1531', 'T941', 'T363', 'T1532', 'T1533', 'T1534', 'T1535', 'T1536']",9,None,14 January 2015,indie,2:49:33
P170,indie,U1231,347,"['T1537', 'T1538', 'T1539', 'T1540', 'T1541', 'T1542', 'T1543', 'T1544', 'T1081', 'T1082']",2,6,21 December 2016,indie,2:33:37
P171,indie,U1238,363,"['T1545', 'T1546', 'T1547', 'T1548', 'T1549', 'T1550', 'T1551', 'T1552', 'T1553', 'T1554']",8,1,28 June 2019,indie,2:18:28
P172,Indie,U1246,195,"['T1555', 'T1556', 'T1557', 'T1558', 'T1559', 'T1560', 'T1561', 'T1562', 'T1563', 'T1564']",1,1,6 September 2020,indie,3:30:00
P173,indie,U1256,258,"['T1565', 'T1566', 'T1567', 'T1568', 'T1569', 'T1570', 'T1571', 'T1572', 'T1573', 'T1574']",5,2,19 September 2014,indie,5:05:01
P174,Indie,U1264,150,"['T1575', 'T737', 'T1576', 'T1577', 'T1578', 'T1367', 'T1579', 'T1580', 'T1581', 'T1582']",30,1,1 May 2020,indie,13:02:28
P175,Indie,U1272,216,"['T1583', 'T1584', 'T1585', 'T1586', 'T1587', 'T1588', 'T1589', 'T1590', 'T1591', 'T1592']",13,22,18 July 2013,indie,2:54:08
P176,Indie+,U1278,347,"['T1593', 'T1594', 'T1595', 'T1596', 'T1597', 'T1085', 'T1598', 'T1599', 'T1600', 'T1601']",3,18,22 March 2018,indie,2:32:51
P177,indie,U1287,180,"['T1425', 'T1602', 'T408', 'T290', 'T1603', 'T1604', 'T1605', 'T1606', 'T1607', 'T1608']",1,4,26 December 2014,indie,2:07:55
P178,indie,U1291,240,"['T1609', 'T1610', 'T1611', 'T1612', 'T1613', 'T1614', 'T1615', 'T1616', 'T1617', 'T1618']",4,124,11 October 2015,indie,2:19:31
P179,indie,U1296,230,"['T1619', 'T1620', 'T1621', 'T1622', 'T1623', 'T1624', 'T557', 'T1625', 'T1626', 'T1627']",49,6,29 November 2016,indie,5:24:38
P180,Indie,U1303,243,"['T1628', 'T1306', 'T1629', 'T1630', 'T670', 'T1631', 'T1309', 'T1632', 'T148', 'T1049']",63,33,6 August 2020,indie,1:32:17
P181,indie,U1308,215,"['T1633', 'T1634', 'T1635', 'T1636', 'T1637', 'T1638', 'T1639', 'T1640', 'T1641', 'T1642']",9,38,22 March 2014,indie,2:40:32
P182,Emo Indie Rap: #Dreamo,U174,100,"['T1643', 'T1644', 'T1645', 'T1646', 'T1647', 'T1648', 'T1649', 'T1650', 'T1651', 'T1652']",8793,300,27 September 2019,indie,2:03:14
P183,Indie,U1325,175,"['T1653', 'T1654', 'T1655', 'T1656', 'T612', 'T1657', 'T1658', 'T1659', 'T1660', 'T1661']",64,8,5 April 2013,indie,3:15:08
P184,Indie,U1332,289,"['T1479', 'T1662', 'T1663', 'T1664', 'T1665', 'T1666', 'T1667', 'T1668', 'T1669', 'T1670']",1,1,28 April 2018,indie,2:53:34
P185,indie,U1335,297,"['T1494', 'T1671', 'T1672', 'T1673', 'T1674', 'T1675', 'T1676', 'T1539', 'T1677', 'T1678']",5,5,2 March 2018,indie,2:43:30
P186,indie,U1344,320,"['T1679', 'T1680', 'T1681', 'T1682', 'T1683', 'T1684', 'T1685', 'T1686', 'T1687', 'T1688']",1,1,28 July 2020,indie,3:01:25
P187,Indie,U1353,353,"['T1689', 'T1690', 'T1691', 'T1692', 'T1693', 'T1694', 'T1695', 'T1696', 'T1697', 'T1698']",20,None,17 August 2019,indie,2:55:10
P188,Indie,U1358,238,"['T1699', 'T1700', 'T1701', 'T1702', 'T1703', 'T1704', 'T1705', 'T1706', 'T1707', 'T1708']",8,68,4 September 2013,indie,4:49:59
P189,indie,U1365,299,"['T1709', 'T1710', 'T1711', 'T1712', 'T1713', 'T1714', 'T1715', 'T1716', 'T1717', 'T1718']",3,26,20 March 2018,indie,2:34:20
P190,Indie,U1374,265,"['T1719', 'T1720', 'T1721', 'T1722', 'T1723', 'T1724', 'T1725', 'T1106', 'T1726', 'T1727']",1,31,25 April 2015,indie,17:37:55
P191,indie,U1382,222,"['T1728', 'T1729', 'T1730', 'T1731', 'T1732', 'T1733', 'T1734', 'T1735', 'T1736', 'T1737']",1,None,4 July 2021,indie,3:14:21
P192,indie,U1393,318,"['T1738', 'T1739', 'T1740', 'T1741', 'T1742', 'T1743', 'T1744', 'T1745', 'T1746', 'T1747']",1,3,23 January 2018,indie,2:45:40
P193,indie,U1397,197,"['T92', 'T1503', 'T1748', 'T1749', 'T56', 'T1750', 'T1125', 'T1751', 'T1128', 'T1752']",1,None,18 April 2020,indie,3:25:19
P194,indie,U1401,291,"['T1753', 'T1754', 'T1755', 'T6', 'T7', 'T10', 'T1756', 'T1757', 'T1758', 'T1759']",1,5,6 September 2021,indie,3:07:03
P195,Indie,U1406,286,"['T520', 'T163', 'T1760', 'T1761', 'T1762', 'T1763', 'T1764', 'T1765', 'T1766', 'T1767']",29,4,29 September 2015,indie,2:41:03
P196,indie,U1413,195,"['T1768', 'T57', 'T52', 'T51', 'T1769', 'T721', 'T325', 'T1123', 'T1122', 'T1519']",1,None,14 July 2018,indie,3:07:41
P197,indie,U1416,37,"['T1770', 'T1771', 'T1772', 'T1773', 'T1774', 'T1775', 'T1776', 'T1777', 'T1778', 'T1779']",15,None,27 October 2022,indie,2:13:17
P198,Indie,U1423,126,"['T1780', 'T1781', 'T1782', 'T1783', 'T1784', 'T1785', 'T1786', 'T1787', 'T1788', 'T1789']",9,1,2 July 2013,indie,2:44:19
P199,indie,U1430,177,"['T1790', 'T1791', 'T1792', 'T1793', 'T1794', 'T1795', 'T1796', 'T1797', 'T1798', 'T1799']",1,None,5 August 2020,indie,3:14:19
P200,Indie,U1440,276,"['T527', 'T1800', 'T1801', 'T1802', 'T1803', 'T1804', 'T1805', 'T1806', 'T526', 'T1807']",3,10,6 March 2017,indie,2:41:40
P201,Lofi,U1445,150,"['T1808', 'T1809', 'T1810', 'T1811', 'T1812', 'T1813', 'T1814', 'T1815', 'T1816', 'T1817']",106033,3345,8 March 2017,lofi,1:48:33
P202,Midnight Lofi,U1455,36,"['T1818', 'T1819', 'T1820', 'T1821', 'T1822', 'T1823', 'T1824', 'T1825', 'T1826', 'T1827']",329913,23821,19 September 2018,lofi,1:32:54
P203,lofi 4 studying,U1464,86,"['T1828', 'T1829', 'T1830', 'T1831', 'T1832', 'T1833', 'T1834', 'T1835', 'T1836', 'T1837']",210375,8330,20 February 2017,lofi,1:56:18
P204,𝘓𝘖𝘍𝘐,U1475,290,"['T1838', 'T1839', 'T1840', 'T1841', 'T1842', 'T1843', 'T1844', 'T1845', 'T1846', 'T1847']",35883,7134,21 June 2018,lofi,1:33:43
P205,lofi ◡̈,U1479,104,"['T1848', 'T1849', 'T1850', 'T1851', 'T1852', 'T1853', 'T1854', 'T1855', 'T1856', 'T1857']",30183,2991,22 June 2017,lofi,1:43:06
P206,Lofi,U1475,343,"['T1858', 'T1838', 'T1841', 'T1859', 'T1843', 'T1860', 'T1861', 'T1862', 'T1839', 'T1863']",33009,2265,20 May 2019,lofi,1:34:30
P207,| Chill | Lofi | Hip Hop |,U1493,122,"['T1864', 'T1865', 'T1866', 'T1867', 'T1868', 'T1869', 'T1870', 'T1871', 'T1808', 'T1872']",98543,5614,28 October 2017,lofi,1:56:39
P208,Study & Chill | Lofi Hiphop,U1502,24,"['T1873', 'T1874', 'T1875', 'T1876', 'T1877', 'T1878', 'T1879', 'T1880', 'T1881', 'T1882']",98276,5976,3 September 2018,lofi,48:43
P209,Lo-Fi,U1513,412,"['T1883', 'T1884', 'T1885', 'T1886', 'T1887', 'T1888', 'T1889', 'T1890', 'T1891', 'T1892']",7887,717,5 May 2018,lofi,2:29:49
P210,lofi hip hop playlist,U1515,90,"['T1893', 'T1894', 'T1895', 'T1896', 'T1897', 'T1898', 'T1899', 'T1900', 'T1901', 'T1902']",61760,6913,22 February 2017,lofi,2:28:01
P211,lofi,U1518,487,"['T1903', 'T1904', 'T1905', 'T1906', 'T1907', 'T1908', 'T1909', 'T1910', 'T1911', 'T1912']",3308,302,1 October 2017,lofi,1:49:56
P212,Late Night Lofi,U1525,40,"['T1913', 'T1914', 'T1915', 'T1916', 'T1808', 'T1917', 'T1918', 'T1919', 'T1920', 'T1921']",48539,2372,14 August 2017,lofi,1:40:10
P213,Oct. Lo-fi,U1532,28,"['T1922', 'T1923', 'T1924', 'T1925', 'T1926', 'T1927', 'T1928', 'T1929', 'T1930', 'T1931']",38772,1079,21 October 2020,lofi,1:40:51
P214,Lo-Fi Vietnam Chill,U1540,48,"['T1932', 'T1933', 'T1934', 'T1935', 'T1936', 'T1937', 'T1938', 'T1939', 'T1940', 'T1941']",31756,1217,10 September 2019,lofi,2:26:02
P215,None,U1551,None,[],None,None,None,lofi,None
P216,Morning Lofi,U1455,17,"['T1942', 'T1943', 'T1944', 'T1945', 'T1946', 'T1892', 'T1947', 'T1948', 'T1949', 'T1950']",33186,2031,27 September 2018,lofi,46:38
P217,lofi,U1559,318,"['T1951', 'T1952', 'T1953', 'T1913', 'T1915', 'T1916', 'T1917', 'T1918', 'T1920', 'T1919']",3,None,13 November 2022,lofi,1:54:49
P218,lofi,U1563,382,"['T1954', 'T1955', 'T1956', 'T1957', 'T1958', 'T1959', 'T1960', 'T1961', 'T1962', 'T1963']",765,79,17 February 2016,lofi,2:38:01
P219,Lofi,U1573,473,"['T1964', 'T1965', 'T1966', 'T1967', 'T1968', 'T1969', 'T1970', 'T1971', 'T1972', 'T1973']",387,31,6 January 2018,lofi,2:25:42
P220,Lofi,U1580,1,['T1974'],36,None,8 November 2022,lofi,3:58
P221,lofi,U1582,478,"['T1975', 'T1976', 'T1977', 'T1978', 'T1979', 'T1980', 'T1981', 'T1982', 'T1983', 'T1984']",622,42,28 February 2017,lofi,2:27:29
P222,"Lofi Fruits Mix 📚 lofi hip hop music to sleep, relax",U1561,500,"['T1985', 'T1986', 'T1987', 'T1988', 'T1989', 'T1990', 'T1991', 'T1992', 'T1993', 'T1994']",20255,564,16 June 2021,lofi,23:16
P223,Lofi,U1592,380,"['T1995', 'T1996', 'T1997', 'T1998', 'T1999', 'T2000', 'T2001', 'T2002', 'T2003', 'T2004']",17,1,30 April 2021,lofi,2:13:45
P224,lofi,U1594,485,"['T2005', 'T2006', 'T2007', 'T2008', 'T2009', 'T2010', 'T2011', 'T2012', 'T2013', 'T2014']",71,3,12 June 2019,lofi,4:04:12
P225,Lofi,U1604,429,"['T2015', 'T1967', 'T2016', 'T2017', 'T2018', 'T2019', 'T2020', 'T2021', 'T2022', 'T1965']",165,15,24 January 2019,lofi,2:16:57
P226,lofi,U1612,497,"['T2023', 'T2024', 'T2025', 'T2026', 'T2027', 'T2028', 'T2029', 'T2030', 'T2031', 'T2032']",52,2,9 December 2021,lofi,2:26:53
P227,lofi,U1620,496,"['T1818', 'T2033', 'T2034', 'T2035', 'T2036', 'T2037', 'T2038', 'T2039', 'T1819', 'T1827']",21,1,25 July 2019,lofi,2:30:13
P228,For studying / mainly lofi-hiphop & ambient + alpha,U1625,40,"['T2040', 'T2041', 'T2042', 'T2043', 'T2044', 'T2045', 'T2046', 'T2047', 'T2048', 'T2049']",27254,2556,24 February 2017,lofi,1:52:55
P229,Lofi,U1634,499,"['T1894', 'T1899', 'T1896', 'T1902', 'T2050', 'T2051', 'T2052', 'T2053', 'T2054', 'T2055']",21,1,3 June 2021,lofi,2:34:48
P230,Lofi,U1639,485,"['T1820', 'T2056', 'T2057', 'T2058', 'T2059', 'T2060', 'T2061', 'T2062', 'T2063', 'T2064']",91,8,19 January 2019,lofi,2:16:10
P231,lofi,U1647,470,"['T2065', 'T2066', 'T2067', 'T2068', 'T2069', 'T2070', 'T2071', 'T2072', 'T2073', 'T2074']",3,None,31 July 2022,lofi,2:03:00
P232,Lofi,U1652,479,"['T2075', 'T2076', 'T2077', 'T2078', 'T2079', 'T2080', 'T2081', 'T2082', 'T2083', 'T2084']",38,2,23 March 2019,lofi,2:21:04
P233,lofi,U1662,467,"['T2085', 'T2086', 'T2087', 'T2088', 'T2089', 'T2090', 'T2091', 'T2092', 'T2093', 'T2094']",102,6,6 December 2017,lofi,1:52:48
P234,lofi,U1669,425,"['T2095', 'T2096', 'T2097', 'T2098', 'T2099', 'T2100', 'T2101', 'T2102', 'T2103', 'T2104']",9,76,11 December 2017,lofi,10:25:41
P235,lofi,U1674,484,"['T2105', 'T2106', 'T2107', 'T2108', 'T2109', 'T2110', 'T2111', 'T2112', 'T2113', 'T2114']",25,4,26 March 2018,lofi,2:11:24
P236,lofi,U1680,478,"['T2115', 'T2116', 'T2117', 'T2118', 'T2119', 'T2120', 'T2121', 'T2122', 'T2123', 'T2124']",100,6,12 April 2019,lofi,1:57:44
P237,LOFI,U1687,478,"['T2125', 'T2126', 'T2127', 'T2128', 'T2129', 'T2130', 'T2131', 'T2132', 'T2133', 'T1844']",3,1,28 June 2022,lofi,1:34:54
P238,LOFI,U1690,489,"['T2134', 'T2135', 'T2136', 'T2137', 'T2123', 'T2138', 'T1976', 'T2139', 'T2140', 'T2141']",7,4,9 January 2020,lofi,1:28:07
P239,Lofi,U1699,462,"['T2142', 'T1879', 'T2143', 'T2144', 'T2145', 'T2146', 'T2147', 'T2148', 'T2149', 'T2150']",6,21,5 January 2020,lofi,2:02:52
P240,lofi,U1706,443,"['T2151', 'T2152', 'T2121', 'T2153', 'T2154', 'T2155', 'T2156', 'T2157', 'T2158', 'T2159']",60,6,18 June 2016,lofi,2:43:20
P241,lofi,U1714,482,"['T2160', 'T1820', 'T2161', 'T2162', 'T2163', 'T2164', 'T2165', 'T2166', 'T2167', 'T2121']",7,11,15 May 2019,lofi,1:51:49
P242,Lofi,U1721,494,"['T2168', 'T2169', 'T2170', 'T2171', 'T2172', 'T2173', 'T2174', 'T2175', 'T2176', 'T2177']",2,200,16 December 2019,lofi,2:04:28
P243,lofi,U1729,464,"['T2178', 'T2179', 'T2180', 'T2181', 'T2182', 'T2183', 'T2184', 'T2185', 'T2186', 'T1859']",57,6,13 July 2017,lofi,3:58:08
P244,Lofi,U1730,479,"['T2187', 'T2188', 'T2189', 'T2190', 'T2191', 'T2051', 'T2192', 'T2193', 'T2194', 'T2195']",8,1,7 November 2018,lofi,2:20:42
P245,Lofi,U1738,341,"['T2196', 'T2197', 'T2198', 'T2199', 'T2200', 'T2201', 'T2202', 'T2203', 'T2204', 'T2205']",2,40,13 October 2022,lofi,1:46:08
P246,Lofi,U1744,481,"['T2206', 'T2207', 'T2208', 'T2209', 'T2210', 'T2211', 'T2212', 'T2213', 'T2214', 'T2215']",3,16,27 November 2020,lofi,2:22:45
P247,Lofi,U1754,439,"['T1476', 'T2216', 'T2217', 'T2218', 'T2219', 'T2220', 'T2221', 'T2222', 'T2223', 'T2224']",120,15,26 November 2017,lofi,2:17:29
P248,Lofi,U1760,489,"['T2225', 'T2226', 'T2227', 'T2228', 'T2229', 'T2230', 'T2231', 'T2232', 'T1906', 'T2233']",24,2,12 August 2018,lofi,3:27:41
P249,--->LOFI<---,U1768,494,"['T1813', 'T2234', 'T2180', 'T1859', 'T2235', 'T2236', 'T2237', 'T2238', 'T2239', 'T2240']",5,1,18 February 2018,lofi,2:56:05
P250,Lofi,U1774,408,"['T2241', 'T2242', 'T2243', 'T2244', 'T2245', 'T2246', 'T2247', 'T2248', 'T2249', 'T2250']",57,6,16 October 2017,lofi,2:41:32
P251,LOFI,U1783,474,"['T2251', 'T2252', 'T2030', 'T2253', 'T2254', 'T2255', 'T2256', 'T2257', 'T2258', 'T2259']",16,2,23 May 2019,lofi,4:47:20
P252,Lofi,U1791,213,"['T2260', 'T2261', 'T2262', 'T2263', 'T2264', 'T1874', 'T1876', 'T1859', 'T1880', 'T2265']",1129,98,7 April 2019,lofi,5:40:50
P253,Lofi,U1796,496,"['T2266', 'T2267', 'T2268', 'T2269', 'T2270', 'T2271', 'T2272', 'T2273', 'T2274', 'T2275']",7,2,31 October 2021,lofi,1:49:30
P254,Lofi,U1803,388,"['T2276', 'T2277', 'T2278', 'T2279', 'T2280', 'T2281', 'T2282', 'T2283', 'T2284', 'T2285']",2,2,29 June 2021,lofi,2:49:07
P255,Lofi,U1814,493,"['T2286', 'T2287', 'T2288', 'T2289', 'T2031', 'T2290', 'T2291', 'T2292', 'T2293', 'T2294']",11,17,17 November 2019,lofi,2:14:17
P256,lofi,U1822,491,"['T2295', 'T2296', 'T2297', 'T2298', 'T2299', 'T2300', 'T2301', 'T1913', 'T2302', 'T2303']",3,24,13 May 2021,lofi,2:10:47
P257,lofi,U1830,378,"['T2304', 'T2305', 'T2306', 'T2307', 'T2308', 'T2309', 'T2310', 'T2311', 'T2312', 'T2313']",12,2,3 November 2018,lofi,3:07:05
P258,Lofi,U1841,394,"['T1818', 'T1819', 'T1820', 'T1822', 'T1825', 'T1827', 'T2314', 'T2315', 'T2316', 'T2317']",7,61,15 April 2019,lofi,26:02:48
P259,lofi,U1845,433,"['T2318', 'T2319', 'T2320', 'T2321', 'T2322', 'T2323', 'T2324', 'T2325', 'T2326', 'T2327']",93,5,13 May 2017,lofi,2:43:47
P260,Lo-Fi HipHop - Perfect for studying and chilling - part i,U1853,46,"['T2328', 'T2329', 'T2330', 'T2331', 'T2332', 'T2333', 'T2334', 'T2335', 'T2336', 'T2337']",30364,2538,15 March 2017,lofi,3:04:02
P261,𝙇𝙤𝙛𝙞,U1861,485,"['T2338', 'T2339', 'T2340', 'T2341', 'T2342', 'T2343', 'T2344', 'T2345', 'T2346', 'T2347']",15,8,4 July 2020,lofi,1:58:12
P262,Lofi,U1870,433,"['T2348', 'T2349', 'T2350', 'T2351', 'T2352', 'T2353', 'T2354', 'T2355', 'T2356', 'T2357']",4,3,24 September 2021,lofi,3:57:45
P263,LoFi,U1880,474,"['T2358', 'T2359', 'T2360', 'T2361', 'T2362', 'T2363', 'T2364', 'T2365', 'T2366', 'T2367']",100,11,7 January 2015,lofi,83:07:02
P264,LOFI,U1886,492,"['T2180', 'T2368', 'T1826', 'T2369', 'T2370', 'T2371', 'T2372', 'T1822', 'T2373', 'T2374']",9,22,15 January 2020,lofi,2:57:33
P265,Lofi,U1891,419,"['T2375', 'T2376', 'T2377', 'T2378', 'T2379', 'T2380', 'T2381', 'T2382', 'T2383', 'T2384']",4,10,22 October 2019,lofi,3:18:57
P266,lofi,U1899,448,"['T2385', 'T2386', 'T2387', 'T2388', 'T2389', 'T2390', 'T2391', 'T2392', 'T2393', 'T2394']",3,6,4 June 2021,lofi,18:05:34
P267,Lofi ♡,U1903,417,"['T2395', 'T2118', 'T2396', 'T2397', 'T2398', 'T2399', 'T2329', 'T1808', 'T2400', 'T2401']",84,8,8 February 2018,lofi,32:01:02
P268,Lofi,U1910,446,"['T2402', 'T1930', 'T2403', 'T2314', 'T2404', 'T2405', 'T2406', 'T2407', 'T2408', 'T2409']",60,2,1 December 2018,lofi,1:57:50
P269,lofi,U1911,383,"['T2410', 'T2411', 'T2329', 'T2412', 'T2413', 'T2414', 'T1852', 'T2115', 'T2029', 'T2025']",51,6,18 October 2017,lofi,1:36:48
P270,lofi,U1915,394,"['T2118', 'T2415', 'T1848', 'T2416', 'T2417', 'T2418', 'T2419', 'T2420', 'T2421', 'T2422']",20,1,28 September 2019,lofi,2:40:42
P271,lofi,U1922,388,"['T2423', 'T2424', 'T543', 'T2425', 'T2426', 'T2427', 'T2428', 'T2429', 'T2430', 'T2431']",11,18,25 April 2016,lofi,1:56:32
P272,lo-fi,U1931,471,"['T2432', 'T2433', 'T2434', 'T2435', 'T2436', 'T2437', 'T2438', 'T2439', 'T2440', 'T2441']",592,45,31 May 2017,lofi,2:42:21
P273,Lofi,U1937,422,"['T2442', 'T2443', 'T2444', 'T2445', 'T2446', 'T2447', 'T2448', 'T2449', 'T2450', 'T2451']",85,7,27 July 2017,lofi,6:13:47
P274,lofi hiphop,U1901,223,"['T2116', 'T2120', 'T1834', 'T1848', 'T1830', 'T2452', 'T2453', 'T2399', 'T2454', 'T2117']",18152,2535,29 September 2016,lofi,2:11:01
P275,lofi,U1946,405,"['T2455', 'T2456', 'T2457', 'T2458', 'T2459', 'T2460', 'T2461', 'T2462', 'T2463', 'T2464']",6,2,15 June 2018,lofi,2:15:44
P276,Lofi,U1956,407,"['T2119', 'T2465', 'T2466', 'T2117', 'T2025', 'T2467', 'T1852', 'T2468', 'T2469', 'T2470']",15,7,3 May 2018,lofi,1:46:02
P277,lofi,U1962,500,"['T2471', 'T2472', 'T2473', 'T2149', 'T2474', 'T2031', 'T2475', 'T2476', 'T2445', 'T2030']",1,6,25 March 2021,lofi,22:29:46
P278,Lofi,U1966,376,"['T2477', 'T2478', 'T1839', 'T1845', 'T1841', 'T1862', 'T1843', 'T1860', 'T1846', 'T2479']",2,1,3 September 2021,lofi,1:42:56
P279,lofi,U1967,420,"['T2480', 'T2467', 'T2481', 'T2482', 'T2483', 'T2484', 'T2485', 'T2486', 'T2487', 'T2488']",22,1,27 August 2018,lofi,2:12:37
P280,Lofi,U1973,438,"['T2489', 'T2490', 'T2491', 'T2492', 'T2493', 'T2494', 'T2495', 'T2496', 'T2497', 'T2498']",6,27,26 July 2020,lofi,2:02:22
P281,Lofi,U1980,462,"['T2499', 'T2500', 'T2501', 'T2502', 'T2503', 'T2504', 'T2505', 'T2506', 'T2507', 'T2508']",1,141,13 March 2020,lofi,5:47:34
P282,lofi.,U1988,367,"['T2509', 'T1848', 'T2510', 'T2511', 'T2512', 'T2513', 'T2514', 'T2515', 'T2516', 'T2517']",115,11,28 September 2017,lofi,1:43:21
P283,Lo-Fi Beats: Focus,U1994,46,"['T2518', 'T2519', 'T2520', 'T2521', 'T2522', 'T2523', 'T2524', 'T2525', 'T2526', 'T2527']",20685,873,3 May 2019,lofi,1:40:53
P284,Lofi,U2001,467,"['T2528', 'T2529', 'T2530', 'T2531', 'T2532', 'T2533', 'T2534', 'T2535', 'T2536', 'T2537']",30,2,6 May 2017,lofi,2:07:17
P285,Lofi,U2012,419,"['T2538', 'T2539', 'T2540', 'T2541', 'T2542', 'T2543', 'T2544', 'T2545', 'T2546', 'T2547']",10,24,18 December 2018,lofi,2:03:23
P286,⏣ ⌜LOFI⌟™,U2021,479,"['T2548', 'T2549', 'T2550', 'T2551', 'T2552', 'T2553', 'T2554', 'T2240', 'T2555', 'T2556']",10,2,13 June 2021,lofi,1:54:55
P287,LOFI,U2028,355,"['T2557', 'T2151', 'T2558', 'T2559', 'T2513', 'T1834', 'T2370', 'T1848', 'T2560', 'T2030']",12,5,24 November 2018,lofi,4:08:18
P288,Lofi,U2032,141,"['T2561', 'T2562', 'T2563', 'T2564', 'T2565', 'T2566', 'T2567', 'T2568', 'T2569', 'T2570']",64,None,30 October 2022,lofi,2:22:45
P289,lofi,U2038,400,"['T2571', 'T2572', 'T2573', 'T2574', 'T2575', 'T2576', 'T2577', 'T2578', 'T2579', 'T2580']",1,3,21 June 2019,lofi,2:38:48
P290,Lofi,U2047,443,"['T2581', 'T2582', 'T2583', 'T2584', 'T2585', 'T2586', 'T2587', 'T2588', 'T2589', 'T2590']",1,2,31 August 2020,lofi,2:18:44
P291,lofi,U2054,334,"['T2591', 'T2592', 'T2593', 'T2556', 'T2594', 'T2595', 'T1826', 'T1818', 'T2596', 'T2597']",12,1,21 August 2019,lofi,1:49:24
P292,Lofi,U2059,385,"['T2093', 'T1850', 'T2598', 'T2061', 'T2204', 'T2599', 'T2600', 'T2601', 'T2602', 'T2603']",10,6,10 February 2019,lofi,2:05:20
P293,Lofi,U2064,355,"['T2604', 'T1850', 'T2120', 'T2605', 'T2606', 'T2607', 'T2608', 'T2609', 'T2610', 'T2611']",13,2,6 June 2019,lofi,1:44:18
P294,Lofi,U2066,448,"['T2612', 'T2613', 'T2614', 'T2615', 'T2616', 'T2617', 'T2618', 'T2619', 'T2620', 'T2621']",5,51,30 April 2020,lofi,2:09:33
P295,Lofi,U2075,376,"['T2622', 'T2623', 'T2624', 'T2625', 'T2626', 'T2627', 'T2628', 'T1915', 'T2629', 'T2630']",5,3,14 June 2020,lofi,2:07:01
P296,lofi,U2077,381,"['T2631', 'T2632', 'T2633', 'T2634', 'T2635', 'T2636', 'T2637', 'T2638', 'T2639', 'T2640']",7,14,8 December 2019,lofi,1:42:14
P297,Lofi,U2079,385,"['T2641', 'T2642', 'T2180', 'T2643', 'T2644', 'T2645', 'T2646', 'T2647', 'T2648', 'T2649']",4,1,13 September 2019,lofi,2:07:01
P298,lo-fi,U2088,498,"['T2650', 'T2651', 'T2652', 'T2653', 'T2654', 'T2655', 'T2656', 'T2657', 'T2658', 'T2659']",55,2,30 January 2019,lofi,6:12:00
P299,LOFI ;),U2093,332,"['T2660', 'T1864', 'T2661', 'T2662', 'T2663', 'T1866', 'T2664', 'T2512', 'T2665', 'T1872']",10,6,22 August 2017,lofi,2:09:15
P300,Lofi,U2098,305,"['T2666', 'T2030', 'T2667', 'T2668', 'T1808', 'T2669', 'T2670', 'T2671', 'T2190', 'T1430']",11,19,12 May 2019,lofi,2:56:00
P301,lofi,U2103,379,"['T2672', 'T1834', 'T2673', 'T2674', 'T2675', 'T2676', 'T2677', 'T2678', 'T2435', 'T1831']",6,1,23 December 2019,lofi,2:51:48
P302,Lofi,U2109,328,"['T2679', 'T2680', 'T2681', 'T2682', 'T2466', 'T2683', 'T2684', 'T2685', 'T1824', 'T2686']",2,13,2 February 2019,lofi,3:33:16
P303,Lofi,U2116,372,"['T2687', 'T2688', 'T2689', 'T2690', 'T2691', 'T2692', 'T2693', 'T2694', 'T2695', 'T2696']",1,14,27 May 2021,lofi,1:33:58
P304,lofi,U2118,429,"['T2697', 'T1827', 'T2027', 'T2148', 'T2516', 'T2698', 'T2699', 'T2488', 'T1907', 'T2241']",8,2,20 September 2018,lofi,1:49:14
P305,Lofi,U2122,388,"['T2700', 'T2701', 'T2225', 'T2151', 'T2702', 'T2030', 'T2703', 'T2704', 'T2705', 'T2706']",4,11,2 April 2021,lofi,2:18:42
P306,lofi,U2125,337,"['T2096', 'T2707', 'T2708', 'T2709', 'T2710', 'T2711', 'T2712', 'T1852', 'T1850', 'T2713']",60,14,14 May 2018,lofi,4:28:48
